student,source,source_display,target,target_display,source_year,target_year,source_levels,target_levels,source_country,target_country
N01019,Lingnan University,嶺南大學,Columbia University,Columbia University,1937,1943,['Unspecified'],['Unspecified'],China,US
N01029,Lingnan University,嶺南大學,Columbia University,Columbia University,1939,1942,['Unspecified'],['Unspecified'],China,US
N01029,Columbia University,Columbia University,Miami University,Miami University,1942,1943,['Unspecified'],['Unspecified'],US,US
N01031,University of Southern California,University of Southern California,Yale University,Yale University,1941,1943,['Master'],['Unspecified'],US,US
N01032,University of Hawaii,University of Hawaii,Stanford University,Stanford University,1942,1943,['Unspecified'],['Unspecified'],US,US
N01033,Pacific Union College,Pacific Union College,College of Medical Evangelists,College of Medical Evangelists,1942,1943,['Unspecified'],['Unspecified'],US,US
N01034,Columbia University,Columbia University,New York University,New York University,1939,1941,"['Bachelor', 'Master']",['Unspecified'],US,US
N01036,Jinling University,金陵大學,University of Minnesota,University of Minnesota,1931,1942,['Unspecified'],['Master'],China,US
N01037,Nankai University,南開大學,Pennsylvania College for Woman,Pennsylvania College for Woman,1937,1940,['Unspecified'],['Bachelor'],China,US
N01037,Pennsylvania College for Woman,Pennsylvania College for Woman,Oberlin College,Oberlin College,1940,1942,['Bachelor'],['Master'],US,US
N01039,St. John's University,聖約翰大學,Bryn Mawr College,Bryn Mawr College,1939,1943,['Unspecified'],['Unspecified'],China,US
N01040,Armstron College,Armstron College,University of Texas,University of Texas,1940,1943,['Unspecified'],['Unspecified'],Other,US
N01041,Lingnan University,嶺南大學,Stanford University,Stanford University,1937,1939,['Unspecified'],['Master'],China,US
N01044,Jiaotong University,交通大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1924,1942,['Unspecified'],['Unspecified'],China,US
N01045,Yenching University,燕京大學,Peking Union Medical College,協和醫學院,1927,1932,['Unspecified'],['Unspecified'],China,China
N01045,Peking Union Medical College,協和醫學院,Harvard University,Harvard University,1932,1942,['Unspecified'],['Master'],China,US
N01047,Xiamen University,廈門大學,Lingnan University,嶺南大學,1931,1934,['Unspecified'],['Unspecified'],China,China
N01047,Lingnan University,嶺南大學,University of Michigan,University of Michigan,1934,1942,['Unspecified'],['Master'],China,US
N01054,Hebei University,河北大學,University of Illinois,University of Illinois,1929,1937,['Unspecified'],['Unspecified'],China,US
N01055,Central University,中央大學,University of Minnesota,University of Minnesota,1933,1939,['Unspecified'],['Master'],China,US
N01055,University of Minnesota,University of Minnesota,Oregon State College,Oregon State College,1939,1943,['Master'],['Doctorate'],US,US
N01056,Southeast University,東南大學,George Washington University,George Washington University,1924,1940,['Unspecified'],['Unspecified'],China,US
N01058,Central University,中央大學,University of Minnesota,University of Minnesota,1933,1939,['Unspecified'],['Master'],China,US
N01058,University of Minnesota,University of Minnesota,Oregon State College,Oregon State College,1939,1943,['Master'],['Unspecified'],US,US
N01059,Tri-State College,Tri-State College,University of Michigan,University of Michigan,1936,1941,['Bachelor'],['Unspecified'],US,US
N01062,Shanghai University,滬江大學,University of Richmond,University of Richmond,1929,1941,['Unspecified'],['Unspecified'],China,US
N01062,University of Richmond,University of Richmond,University of Pennsylvania,University of Pennsylvania,1941,1943,['Unspecified'],['Master'],US,US
N01065,Williams Hospital,Williams Hospital,"Children Hospital, Massachusetts","Children Hospital, Massachusetts",1932,1943,['Unspecified'],['Unspecified'],US,US
N01067,Tsinghua University,清華大學,Yenching University,燕京大學,1930,1934,['Unspecified'],['Unspecified'],China,China
N01067,Yenching University,燕京大學,Harvard University,Harvard University,1934,1942,['Unspecified'],['Doctorate'],China,US
N01068,Duquesne University,Duquesne University,University of Pittsburgh,University of Pittsburgh,1934,1935,['Unspecified'],['Unspecified'],US,US
N01069,Zhongshan University,中山大學,Yenching University,燕京大學,1931,1933,['Unspecified'],['Unspecified'],China,China
N01069,Yenching University,燕京大學,University of Pittsburgh,University of Pittsburgh,1933,1943,['Unspecified'],['Unspecified'],China,US
N01070,Park College,Park College,University of Nebraska,University of Nebraska,1939,1943,['Bachelor'],['Unspecified'],US,US
N01071,University of Hawaii,University of Hawaii,University of Michigan,University of Michigan,1930,1935,['Bachelor'],['Doctorate'],US,US
N01071,University of Michigan,University of Michigan,Wayne University,Wayne University,1935,1943,['Doctorate'],['Unspecified'],US,US
N01072,Lingnan University,嶺南大學,University of Hawaii,University of Hawaii,1940,1941,['Unspecified'],['Bachelor'],China,US
N01072,University of Hawaii,University of Hawaii,Cornell University,Cornell University,1941,1943,['Bachelor'],['Unspecified'],US,US
N01074,Nankai University,南開大學,Columbia University,Columbia University,1931,1940,['Unspecified'],['Master'],China,US
N01074,Columbia University,Columbia University,New School For Social Research,New School For Social Research,1940,1942,['Master'],['Unspecified'],US,US
N01076,St. John's University,聖約翰大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1937,1942,['Unspecified'],['Bachelor'],China,US
N01078,Southeast University,東南大學,Millsaps College,Millsaps College,1940,1942,['Unspecified'],['Bachelor'],China,US
N01078,Millsaps College,Millsaps College,Indiana University,Indiana University,1942,1943,['Bachelor'],['Doctorate'],US,US
N01079,Jinling University,金陵大學,American National University,NationaI University,1935,1939,['Unspecified'],['Master'],China,US
N01080,Tsinghua University,清華大學,Colorado School of Mines,Colorado School of Mines,1933,1941,['Unspecified'],['Unspecified'],China,US
N01080,Tsinghua University,清華大學,McGill University,McGill University,1933,1941,['Unspecified'],['Master'],China,Other
N01080,Colorado School of Mines,Colorado School of Mines,California Institute of Technology,California Institute of Technology,1941,1943,['Unspecified'],['Unspecified'],US,US
N01080,McGill University,McGill University,California Institute of Technology,California Institute of Technology,1941,1943,['Master'],['Unspecified'],Other,US
N01081,Yenching University,燕京大學,Tsinghua University,清華大學,1933,1935,['Unspecified'],['Unspecified'],China,China
N01081,Tsinghua University,清華大學,University of London,University of London,1935,1938,['Unspecified'],['Doctorate'],China,Other
N01086,Yenching University,燕京大學,University of Michigan,University of Michigan,1937,1941,['Unspecified'],['Master'],China,US
N01086,University of Michigan,University of Michigan,University of Minnesota,University of Minnesota,1941,1943,['Master'],['Unspecified'],US,US
N01088,Fujian Union University,福建協和大學,Harvard University,Harvard University,1930,1940,['Unspecified'],['Unspecified'],China,US
N01088,Harvard University,Harvard University,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1940,1943,['Unspecified'],['Unspecified'],US,US
N01089,Harvard University,Harvard University,Boston University,Boston University,1941,1943,['Unspecified'],['Unspecified'],US,US
N01090,Yenching University,燕京大學,Peking Union Medical College,協和醫學院,1930,1934,['Unspecified'],['Unspecified'],China,China
N01090,Peking Union Medical College,協和醫學院,Johns Hopkins University,Johns Hopkins University,1934,1942,['Unspecified'],['Master'],China,US
N01091,St. John's University,聖約翰大學,Yenching University,燕京大學,1928,1931,['Unspecified'],['Unspecified'],China,China
N01091,Yenching University,燕京大學,Harvard University,Harvard University,1931,1943,['Unspecified'],['Doctorate'],China,US
N01092,Beiyang University,北洋大學,University of London,University of London,1933,1937,['Unspecified'],['Master'],China,Other
N01092,University of London,University of London,Technical College of Hanover,Technical College of Hanover,1937,1939,['Master'],['Unspecified'],Other,Other
N01094,Central University,中央大學,Cambridge University,Cambridge University,1926,1939,['Unspecified'],['Master'],China,Other
N01094,Cambridge University,Cambridge University,University of Michigan,University of Michigan,1939,1941,['Master'],['Unspecified'],Other,US
N01096,Yenching University,燕京大學,University of Michigan,University of Michigan,1936,1939,['Unspecified'],['Master'],China,US
N01097,Jiaotong University,交通大學,University of Michigan,University of Michigan,1941,1942,['Unspecified'],['Master'],China,US
N01098,Tri-State College,Tri-State College,New York University,New York University,1929,1935,['Unspecified'],['Unspecified'],US,US
N01098,New York University,New York University,Safair Flying School,Safair Flying School,1935,1937,['Unspecified'],['Unspecified'],US,US
N01100,Nankai University,南開大學,Yale University,Yale University,1937,1942,['Unspecified'],['Master'],China,US
N01101,Yenching University,燕京大學,New York University,New York University,1932,1937,['Unspecified'],['Master'],China,US
N01102,Southeast University,東南大學,George Washington University,George Washington University,1910,1919,['Unspecified'],['Master'],China,US
N01102,George Washington University,George Washington University,Southern College,Southern College,1919,1930,['Master'],['Doctorate'],US,US
N01103,Yenching University,燕京大學,University of California,University of California,1941,1943,['Unspecified'],['Unspecified'],China,US
N01104,Yenching University,燕京大學,Columbia University,Columbia University,1935,1940,['Unspecified'],['Master'],China,US
N01105,Jinling University,金陵大學,Oregon State College,Oregon State College,1936,1943,['Unspecified'],['Unspecified'],China,US
N01106,Xiamen University,廈門大學,Rostock University,Rostock University,1925,1928,['Unspecified'],['Doctorate'],China,Other
N01106,Rostock University,Rostock University,Johns Hopkins University,Johns Hopkins University,1928,1942,['Doctorate'],['Master'],Other,US
N01110,Shanghai University,滬江大學,Columbia University,Columbia University,1934,1942,['Unspecified'],['Master'],China,US
N01111,Southeast University,東南大學,Albion College,Albion College,1941,1943,['Unspecified'],['Unspecified'],China,US
N01112,Zhijiang University,之江大學,University of Southern California,University of Southern California,1924,1930,['Unspecified'],['Master'],China,US
N01113,Birmingham-Southern College,Birmingham-Southern College,Virginia Polytechnic Institute,Virginia Polytechnic Institute,1942,1943,['Unspecified'],['Unspecified'],US,US
N01116,Shanghai Xinhua University of Art,上海新華藝術大學,Art Institute of Chicago,Art Institute of Chicago,1928,1938,['Unspecified'],['Unspecified'],China,US
N01118,Fujian Union University,福建協和大學,Drew University,Drew University,1927,1940,['Unspecified'],['Master'],China,US
N01118,Drew University,Drew University,University of Chicago,University of Chicago,1940,1943,['Master'],['Unspecified'],US,US
N01119,Tsinghua University,清華大學,Harvard University,Harvard University,1938,1943,['Unspecified'],['Unspecified'],China,US
N01123,Jiaotong University,交通大學,University of Pennsylvania,University of Pennsylvania,1939,1942,['Unspecified'],['Master'],China,US
N01123,University of Pennsylvania,University of Pennsylvania,Harvard University,Harvard University,1942,1943,['Master'],['Unspecified'],US,US
N01124,University of Dubuque,University of Dubuque,Columbia University,Columbia University,1941,1942,['Bachelor'],['Unspecified'],US,US
N01128,Beijing University,北京大學,Purdue University,Purdue University,1934,1939,['Unspecified'],['Master'],China,US
N01129,Qilu University,齊魯大學,Yenching University,燕京大學,1929,1932,['Unspecified'],['Unspecified'],China,China
N01129,Yenching University,燕京大學,Cornell University,Cornell University,1932,1942,['Unspecified'],['Doctorate'],China,US
N01130,Tsinghua University,清華大學,Harvard University,Harvard University,1937,1943,['Unspecified'],['Master'],China,US
N01134,St. John's University,聖約翰大學,University of Pennsylvania,University of Pennsylvania,1941,1943,['Unspecified'],['Unspecified'],China,US
N01135,St. John's University,聖約翰大學,University of Michigan,University of Michigan,1936,1938,['Unspecified'],['Unspecified'],China,US
N01135,University of Michigan,University of Michigan,University of Chicago,University of Chicago,1938,1943,['Unspecified'],['Unspecified'],US,US
N01136,Central University,中央大學,University of Michigan,University of Michigan,1934,1938,['Unspecified'],['Master'],China,US
N01136,University of Michigan,University of Michigan,University of Iowa,University of Iowa,1938,1942,['Master'],['Doctorate'],US,US
N01137,Shanghai University,滬江大學,Park College,Park College,1937,1938,['Unspecified'],['Unspecified'],China,US
N01137,Park College,Park College,University of Missouri,University of Missouri,1938,1939,['Unspecified'],['Unspecified'],US,US
N01143,New York University,New York University,University of Chicago,University of Chicago,1939,1941,['Bachelor'],['Unspecified'],US,US
N01144,Jiaotong University,交通大學,Harvard University,Harvard University,1930,1939,['Unspecified'],['Unspecified'],China,US
N01145,Yenching University,燕京大學,Stanford University,Stanford University,1930,1942,['Unspecified'],['Master'],China,US
N01147,Yenching University,燕京大學,Michigan State College,Michigan State College,1936,1940,['Unspecified'],['Master'],China,US
N01147,Michigan State College,Michigan State College,University of Michigan,University of Michigan,1940,1943,['Master'],['Unspecified'],US,US
N01148,University of Hong Kong,University of Hong Kong,California Institute of Technology,California Institute of Technology,1941,1942,['Unspecified'],['Master'],Other,US
N01150,Maryville College,Maryville College,St. Louis College of Pharmacy,St. Louis College of Pharmacy,1938,1942,['Unspecified'],['Unspecified'],US,US
N01150,Maryville College,Maryville College,State University of Iowa,State University of Iowa,1938,1942,['Unspecified'],['Bachelor'],US,US
N01152,Guanghua University,光華大學,George Washington University,George Washington University,1939,1941,['Unspecified'],['Bachelor'],China,US
N01152,George Washington University,George Washington University,University of Wisconsin,University of Wisconsin,1941,1942,['Bachelor'],['Master'],US,US
N01154,St. John's University,聖約翰大學,National College of Music,國主音樂專科學校,1933,1934,['Unspecified'],['Unspecified'],China,China
N01155,Fudan University,復旦大學,State University of Iowa,State University of Iowa,1937,1943,['Unspecified'],['Master'],China,US
N01156,University of California,University of California,University of Washington,University of Washington,1941,1943,['Bachelor'],['Unspecified'],US,US
N01157,Lingnan University,嶺南大學,Oregon State College,Oregon State College,1933,1941,['Unspecified'],['Doctorate'],China,US
N01159,University de Liege,University de Liege,University of Michigan,University of Michigan,1940,1943,['Unspecified'],['Unspecified'],Other,US
N01161,Tsinghua University,清華大學,University of Michigan,University of Michigan,1938,1940,['Unspecified'],['Master'],China,US
N01166,University of Washington,University of Washington,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1942,1943,['Unspecified'],['Unspecified'],US,US
N01168,Ginling College,金陵女子文理學院,Mount Holyoke College,Mount Holyoke College,1930,1933,['Unspecified'],['Master'],China,US
N01168,Mount Holyoke College,Mount Holyoke College,University of Michigan,University of Michigan,1933,1937,['Master'],['Unspecified'],US,US
N01169,Yenching University,燕京大學,University of Michigan,University of Michigan,1939,1942,['Unspecified'],['Unspecified'],China,US
N01169,University of Michigan,University of Michigan,Michigan State College,Michigan State College,1942,1943,['Unspecified'],['Unspecified'],US,US
N01170,Jinan University,暨南大學,University of Michigan,University of Michigan,1937,1940,['Unspecified'],['Master'],China,US
N01171,St. John's University,聖約翰大學,University of Michigan,University of Michigan,1940,1941,['Unspecified'],['Master'],China,US
N01172,Tsinghua University,清華大學,Yenching University,燕京大學,1937,1940,['Unspecified'],['Unspecified'],China,China
N01172,Yenching University,燕京大學,University of California,University of California,1940,1943,['Unspecified'],['Doctorate'],China,US
N01173,Zhejiang University,浙江大學,Carnegie Institute of Technology,Carnegie Institute of Technology,1937,1943,['Unspecified'],['Unspecified'],China,US
N01174,Lingnan University,嶺南大學,Ohio Wesleyan University,Ohio Wesleyan University,1939,1941,['Unspecified'],['Bachelor'],China,US
N01174,Ohio Wesleyan University,Ohio Wesleyan University,Ohio State University,Ohio State University,1941,1942,['Bachelor'],['Master'],US,US
N01175,Lingnan University,嶺南大學,University of Michigan,University of Michigan,1940,1941,['Unspecified'],['Unspecified'],China,US
N01175,University of Michigan,University of Michigan,Taliesin Fellowship,Taliesin Fellowship,1941,1942,['Unspecified'],['Unspecified'],US,US
N01175,Taliesin Fellowship,Taliesin Fellowship,Illinois Institute of Technology,Illinois Institute of Technology,1942,1943,['Unspecified'],['Unspecified'],US,US
N01177,Southeast University,東南大學,Cornell University,Cornell University,1941,1943,['Unspecified'],['Unspecified'],China,US
N01179,Wusong Merchant Shipping School,吳淞商船學校,University of Washington,University of Washington,1938,1943,['Unspecified'],['Unspecified'],China,US
N01182,Guanghua University,光華大學,University of Pennsylvania,University of Pennsylvania,1926,1937,['Unspecified'],['Unspecified'],China,US
N01182,University of Pennsylvania,University of Pennsylvania,New York University,New York University,1937,1939,['Unspecified'],['Master'],US,US
N01184,Southwest Associated University,西南聯合大學,Park College,Park College,1939,1942,['Unspecified'],['Bachelor'],China,US
N01184,Park College,Park College,Wellesley College,Wellesley College,1942,1943,['Bachelor'],['Unspecified'],US,US
N01185,Southwest Associated University,西南聯合大學,University of Chicago,University of Chicago,1940,1943,['Unspecified'],['Master'],China,US
N01188,University of Michigan,University of Michigan,Harvard University,Harvard University,1941,1943,['Unspecified'],['Unspecified'],US,US
N01188,University of Michigan,University of Michigan,Yale University,Yale University,1941,1943,['Unspecified'],['Bachelor'],US,US
N01189,Lingnan University,嶺南大學,Columbia University,Columbia University,1938,1943,['Unspecified'],['Master'],China,US
N01190,University of Hong Kong,University of Hong Kong,Pomona College,Pomona College,1941,1942,['Unspecified'],['Bachelor'],Other,US
N01190,Pomona College,Pomona College,University of Washington,University of Washington,1942,1943,['Bachelor'],['Unspecified'],US,US
N01191,Guanghua University,光華大學,Indiana University,Indiana University,1941,1942,['Unspecified'],['Master'],China,US
N01191,Indiana University,Indiana University,Harvard University,Harvard University,1942,1943,['Master'],['Unspecified'],US,US
N01193,College of St. Elisabeth,College of St. Elisabeth,Fordham University,Fordham University,1939,1940,['Bachelor'],['Master'],US,US
N01194,Jiaotong University,交通大學,Purdue University,Purdue University,1939,1940,['Unspecified'],['Master'],China,US
N01194,Purdue University,Purdue University,Illinois Institute of Technology,Illinois Institute of Technology,1940,1942,['Master'],['Unspecified'],US,US
N01196,Detroit Institute of Technology,Detroit Institute of Technology,University of Michigan,University of Michigan,1937,1938,['Bachelor'],['Master'],US,US
N01196,University of Michigan,University of Michigan,Columbia University,Columbia University,1938,1943,['Master'],['Unspecified'],US,US
N01197,Tsinghua University,清華大學,University of Toronto,University of Toronto,1937,1942,['Unspecified'],['Master'],China,Other
N01197,University of Toronto,University of Toronto,University of Chicago,University of Chicago,1942,1943,['Master'],['Unspecified'],Other,US
N01199,Purdue University,Purdue University,University of Michigan,University of Michigan,1940,1942,['Bachelor'],['Master'],US,US
N01201,Westmont College,Westmont College,Pasadena College,Pasadena College,1941,1942,['Unspecified'],['Unspecified'],US,US
N01201,Pasadena College,Pasadena College,University of Southern California,University of Southern California,1942,1943,['Unspecified'],['Unspecified'],US,US
N01202,Jinling University,金陵大學,Iowa State College,Iowa State College,1936,1943,['Unspecified'],['Unspecified'],China,US
N01203,Cornell University,Cornell University,Harvard University,Harvard University,1914,1918,['Bachelor'],['Doctorate'],US,US
N01204,Jiaotong University,交通大學,Purdue University,Purdue University,1941,1942,['Unspecified'],['Master'],China,US
N01204,Purdue University,Purdue University,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1942,1943,['Master'],['Unspecified'],US,US
N01205,Fu-jen University,輔仁大學,Duke University,Duke University,1937,1942,['Unspecified'],['Master'],China,US
N01209,St. John's University,聖約翰大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1940,1943,['Unspecified'],['Unspecified'],China,US
N01213,Zhongshan University,中山大學,Columbia University,Columbia University,1938,1942,['Unspecified'],['Unspecified'],China,US
N01214,San Francisco State College,San Francisco State College,Stanford University,Stanford University,1938,1939,['Bachelor'],['Master'],US,US
N01215,University of Hong Kong,University of Hong Kong,Columbia University,Columbia University,1941,1943,['Unspecified'],['Unspecified'],Other,US
N01216,Jinling University,金陵大學,University of Michigan,University of Michigan,1937,1943,['Unspecified'],"['Bachelor', 'Master']",China,US
N01217,University of Michigan,University of Michigan,Lousiana State University,Lousiana State University,1938,1943,['Unspecified'],['Bachelor'],US,US
N01218,Yenching University,燕京大學,University of Michigan,University of Michigan,1934,1941,['Unspecified'],['Master'],China,US
N01220,Yenching University,燕京大學,University of Chicago,University of Chicago,1939,1941,['Unspecified'],['Master'],China,US
N01220,University of Chicago,University of Chicago,Harvard University,Harvard University,1941,1943,['Master'],['Master'],US,US
N01221,Southeast University,東南大學,University of Chicago,University of Chicago,1925,1942,['Unspecified'],['Master'],China,US
N01221,University of Chicago,University of Chicago,Columbia University,Columbia University,1942,1943,['Master'],['Unspecified'],US,US
N01222,University of Michigan,University of Michigan,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1942,1943,['Bachelor'],['Unspecified'],US,US
N01225,Stanford University,Stanford University,University of Arizona,University of Arizona,1937,1942,['Bachelor'],['Master'],US,US
N01225,University of Arizona,University of Arizona,University of Illinois,University of Illinois,1942,1943,['Master'],['Unspecified'],US,US
N01226,Lingnan University,嶺南大學,University of Michigan,University of Michigan,1936,1938,['Unspecified'],['Master'],China,US
N01227,Tsinghua University,清華大學,Penn State College,Penn State College,1932,1940,['Unspecified'],['Doctorate'],China,US
N01231,Jinan University,暨南大學,Tri-State College,Tri-State College,1933,1941,['Unspecified'],['Bachelor'],China,US
N01233,Smith College,Smith College,New York University,New York University,1942,1943,['Bachelor'],['Unspecified'],US,US
N01236,Central University,中央大學,Ohio State University,Ohio State University,1933,1936,['Unspecified'],['Master'],China,US
N01238,Jiaotong University,交通大學,Cornell University,Cornell University,1936,1940,['Unspecified'],['Unspecified'],China,US
N01239,Guanghua Medical College,光華醫學院,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1938,1943,['Unspecified'],['Unspecified'],China,US
N01242,Fudan University,復旦大學,University of Wisconsin,University of Wisconsin,1940,1943,['Unspecified'],['Bachelor'],China,US
N01243,University of Costa Rica,University of Costa Rica,Iowa State College,Iowa State College,1942,1943,['Unspecified'],['Unspecified'],Other,US
N01244,Hwa Nan College,華南學院,Drew University,Drew University,1930,1943,['Unspecified'],['Unspecified'],China,US
N01245,Tri-State College,Tri-State College,Columbia University,Columbia University,1941,1943,['Bachelor'],['Unspecified'],US,US
N01246,Lingnan University,嶺南大學,New York University,New York University,1938,1943,['Unspecified'],['Master'],China,US
N01248,Fudan University,復旦大學,University of Paris,University of Paris,1928,1941,['Unspecified'],['Doctorate'],China,Other
N01249,Jiaotong University,交通大學,University of Michigan,University of Michigan,1933,1940,['Unspecified'],['Master'],China,US
N01250,Zhongshan University,中山大學,Stanford University,Stanford University,1937,1943,['Unspecified'],['Unspecified'],China,US
N01251,Madison College,Madison College,Lousiana State University,Lousiana State University,1942,1943,['Bachelor'],['Unspecified'],US,US
N01252,Jiaotong University,交通大學,University of Michigan,University of Michigan,1932,1937,['Unspecified'],['Master'],China,US
N01253,Jiaotong University,交通大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1930,1941,['Unspecified'],['Master'],China,US
N01256,Lingnan University,嶺南大學,Oregon State College,Oregon State College,1938,1941,['Unspecified'],['Master'],China,US
N01258,George Peabody College,George Peabody College,Columbia University,Columbia University,1938,1940,['Master'],['Doctorate'],US,US
N01259,Hwa Nan College,華南學院,Boston University,Boston University,1938,1940,['Unspecified'],['Master'],China,US
N01260,Catholic University of America,Catholic University of America,Purdue University,Purdue University,1937,1940,['Bachelor'],['Bachelor'],US,US
N01262,Nankai University,南開大學,Ohio State University,Ohio State University,1936,1942,['Unspecified'],['Unspecified'],China,US
N01263,Beiyang University,北洋大學,University of Pennsylvania,University of Pennsylvania,1903,1911,['Unspecified'],['Bachelor'],China,US
N01267,Yenching University,燕京大學,University of Kansas,University of Kansas,1938,1941,['Unspecified'],['Bachelor'],China,US
N01267,University of Kansas,University of Kansas,University of Chicago,University of Chicago,1941,1943,['Bachelor'],['Unspecified'],US,US
N01270,Shandong University,山東大學,Oregon State College,Oregon State College,1935,1940,['Unspecified'],['Doctorate'],China,US
N01271,Lingnan University,嶺南大學,Lowell Textile Institute,Lowell Textile Institute,1937,1942,['Unspecified'],['Unspecified'],China,US
N01271,Lowell Textile Institute,Lowell Textile Institute,Columbia University,Columbia University,1942,1943,['Unspecified'],['Unspecified'],US,US
N01273,Yenching University,燕京大學,Princeton University,Princeton University,1938,1943,['Unspecified'],['Unspecified'],China,US
N01275,Lingnan University,嶺南大學,University of Southern California,University of Southern California,1928,1940,['Unspecified'],['Master'],China,US
N01276,Oxford University,Oxford University,Columbia University,Columbia University,1928,1929,['Bachelor'],['Unspecified'],Other,US
N01277,Tsinghua University,清華大學,University of Minnesota,University of Minnesota,1934,1943,['Unspecified'],['Unspecified'],China,US
N01278,Southwest Associated University,西南聯合大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1940,1943,['Unspecified'],['Unspecified'],China,US
N01279,University of California,University of California,University of Michigan,University of Michigan,1920,1922,['Unspecified'],['Unspecified'],US,US
N01280,Yenching University,燕京大學,Harvard University,Harvard University,1937,1941,['Unspecified'],['Master'],China,US
N01281,Lingnan University,嶺南大學,Illinois Institute of Technology,Illinois Institute of Technology,1930,1934,['Unspecified'],['Bachelor'],China,US
N01281,Illinois Institute of Technology,Illinois Institute of Technology,University of Chicago,University of Chicago,1934,1943,['Bachelor'],['Unspecified'],US,US
N01282,Bryn Mawr College,Bryn Mawr College,Smith College,Smith College,1942,1943,['Unspecified'],['Unspecified'],US,US
N01283,Jiaotong University,交通大學,Stanford University,Stanford University,1935,1940,['Unspecified'],['Unspecified'],China,US
N01284,Central University,中央大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1933,1943,['Unspecified'],['Master'],China,US
N01285,Guangdong National University,廣東國民大學,Boston University,Boston University,1936,1940,['Unspecified'],['Master'],China,US
N01285,Boston University,Boston University,Catholic University of America,Catholic University of America,1940,1943,['Master'],['Unspecified'],US,US
N01287,Fu-jen University,輔仁大學,Catholic University of America,Catholic University of America,1932,1937,['Unspecified'],['Master'],China,US
N01288,Beijing University,北京大學,University of Kansas,University of Kansas,1931,1941,['Unspecified'],['Unspecified'],China,US
N01288,University of Kansas,University of Kansas,University of Minnesota,University of Minnesota,1941,1943,['Unspecified'],['Unspecified'],US,US
N01289,Guangdong Provincial Technical College,廣東省立工業專門學校,Polytechnic Engineering College,Polytechnic Engineering College,1934,1942,['Unspecified'],['Bachelor'],China,US
N01289,Polytechnic Engineering College,Polytechnic Engineering College,University of Michigan,University of Michigan,1942,1943,['Bachelor'],['Unspecified'],US,US
N01291,Curtiss-Wright Technical Institute,Curtiss-Wright Technical Institute,University of Southern California,University of Southern California,1939,1942,['Unspecified'],['Unspecified'],US,US
N01293,West China University,華西大學,Yenching University,燕京大學,1932,1938,['Unspecified'],['Unspecified'],China,China
N01293,Yenching University,燕京大學,Cornell University,Cornell University,1938,1943,['Unspecified'],['Unspecified'],China,US
N01297,Fujian Union University,福建協和大學,University of Southern California,University of Southern California,1934,1940,['Unspecified'],['Master'],China,US
N01297,University of Southern California,University of Southern California,University of Minnesota,University of Minnesota,1940,1943,['Master'],['Unspecified'],US,US
N01298,Massachusetts Institute of Technology,Massachusetts Institute of Technology,University of Minnesota,University of Minnesota,1940,1942,['Bachelor'],['Unspecified'],US,US
N01300,Ginling College,金陵女子文理學院,University of London,University of London,1936,1939,['Unspecified'],['Unspecified'],China,Other
N01300,University of London,University of London,Radcliffe College,Radcliffe College,1939,1943,['Unspecified'],['Unspecified'],Other,US
N01300,University of London,University of London,Smith College,Smith College,1939,1943,['Unspecified'],['Bachelor'],Other,US
N01301,Hwa Nan College,華南學院,University of Southern California,University of Southern California,1936,1942,['Unspecified'],['Master'],China,US
N01303,Anhui University,安徽大學,Stanford University,Stanford University,1934,1936,['Unspecified'],['Master'],China,US
N01304,Massachusetts Institute of Technology,Massachusetts Institute of Technology,University of Cincinnati,University of Cincinnati,1936,1939,['Unspecified'],['Master'],US,US
N01305,University of Hong Kong,University of Hong Kong,Harvard University,Harvard University,1941,1943,['Unspecified'],['Unspecified'],Other,US
N01306,Fujian Union University,福建協和大學,Yenching University,燕京大學,1929,1935,['Unspecified'],['Unspecified'],China,China
N01306,Yenching University,燕京大學,Michigan State College,Michigan State College,1935,1943,['Unspecified'],['Unspecified'],China,US
N01307,Fujian Union University,福建協和大學,Yenching University,燕京大學,1931,1937,['Unspecified'],['Unspecified'],China,China
N01307,Yenching University,燕京大學,University of Pennsylvania,University of Pennsylvania,1937,1942,['Unspecified'],['Master'],China,US
N01308,Cambridge University,Cambridge University,Harvard University,Harvard University,1939,1943,['Bachelor'],['Unspecified'],Other,US
N01311,Zhijiang University,之江大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1939,1943,['Unspecified'],['Unspecified'],China,US
N01313,Columbia University,Columbia University,Pratt Institute,Pratt Institute,1942,1943,['Unspecified'],['Unspecified'],US,US
N01314,Southwest Associated University,西南聯合大學,Columbia University,Columbia University,1940,1943,['Unspecified'],['Unspecified'],China,US
N01317,Central Army Military Academy,中央陸軍軍官學校,Army University,陸軍大學,1923,1934,['Unspecified'],['Unspecified'],China,China
